Strategy Name,Iteration,Agent A Choice,Agent A Score,Agent B Choice,Agent B Score
pavlov_with_forgiveness,50,Cooperate,150,Cooperate,150
memory_two_strategy,1,Cooperate,3,Cooperate,3
memory_two_strategy,2,Cooperate,6,Cooperate,6
memory_two_strategy,3,Cooperate,9,Cooperate,9
memory_two_strategy,4,Cooperate,12,Cooperate,12
memory_two_strategy,5,Cooperate,15,Cooperate,15
memory_two_strategy,6,Cooperate,18,Cooperate,18
memory_two_strategy,7,Cooperate,21,Cooperate,21
memory_two_strategy,8,Cooperate,24,Cooperate,24
memory_two_strategy,9,Cooperate,27,Cooperate,27
memory_two_strategy,10,Cooperate,30,Cooperate,30
memory_two_strategy,11,Cooperate,33,Cooperate,33
memory_two_strategy,12,Cooperate,36,Cooperate,36
memory_two_strategy,13,Cooperate,39,Cooperate,39
memory_two_strategy,14,Cooperate,42,Cooperate,42
memory_two_strategy,15,Cooperate,45,Cooperate,45
memory_two_strategy,16,Cooperate,48,Cooperate,48
memory_two_strategy,17,Cooperate,51,Cooperate,51
memory_two_strategy,18,Cooperate,54,Cooperate,54
memory_two_strategy,19,Cooperate,57,Cooperate,57
memory_two_strategy,20,Cooperate,60,Cooperate,60
memory_two_strategy,21,Cooperate,63,Cooperate,63
memory_two_strategy,22,Cooperate,66,Cooperate,66
memory_two_strategy,23,Cooperate,69,Cooperate,69
memory_two_strategy,24,Cooperate,72,Cooperate,72
memory_two_strategy,25,Cooperate,75,Cooperate,75
memory_two_strategy,26,Cooperate,78,Cooperate,78
memory_two_strategy,27,Cooperate,81,Cooperate,81
memory_two_strategy,28,Cooperate,84,Cooperate,84
memory_two_strategy,29,Cooperate,87,Cooperate,87
memory_two_strategy,30,Cooperate,90,Cooperate,90
memory_two_strategy,31,Cooperate,93,Cooperate,93
memory_two_strategy,32,Cooperate,96,Cooperate,96
memory_two_strategy,33,Cooperate,99,Cooperate,99
memory_two_strategy,34,Cooperate,102,Cooperate,102
memory_two_strategy,35,Cooperate,105,Cooperate,105
memory_two_strategy,36,Cooperate,108,Cooperate,108
memory_two_strategy,37,Cooperate,111,Cooperate,111
memory_two_strategy,38,Cooperate,114,Cooperate,114
memory_two_strategy,39,Cooperate,117,Cooperate,117
memory_two_strategy,40,Cooperate,120,Cooperate,120
memory_two_strategy,41,Cooperate,123,Cooperate,123
memory_two_strategy,42,Cooperate,126,Cooperate,126
memory_two_strategy,43,Cooperate,129,Cooperate,129
memory_two_strategy,44,Cooperate,132,Cooperate,132
memory_two_strategy,45,Cooperate,135,Cooperate,135
memory_two_strategy,46,Cooperate,138,Cooperate,138
memory_two_strategy,47,Cooperate,141,Cooperate,141
memory_two_strategy,48,Cooperate,144,Cooperate,144
memory_two_strategy,49,Cooperate,147,Cooperate,147
memory_two_strategy,50,Cooperate,150,Cooperate,150
mirror_strategy,1,Cooperate,3,Cooperate,3
mirror_strategy,2,Cooperate,6,Cooperate,6
mirror_strategy,3,Cooperate,9,Cooperate,9
mirror_strategy,4,Cooperate,12,Cooperate,12
mirror_strategy,5,Cooperate,15,Cooperate,15
mirror_strategy,6,Cooperate,18,Cooperate,18
mirror_strategy,7,Cooperate,21,Cooperate,21
mirror_strategy,8,Cooperate,24,Cooperate,24
mirror_strategy,9,Cooperate,27,Cooperate,27
mirror_strategy,10,Cooperate,30,Cooperate,30
mirror_strategy,11,Cooperate,33,Cooperate,33
mirror_strategy,12,Cooperate,36,Cooperate,36
mirror_strategy,13,Cooperate,39,Cooperate,39
mirror_strategy,14,Cooperate,42,Cooperate,42
mirror_strategy,15,Cooperate,45,Cooperate,45
mirror_strategy,16,Cooperate,48,Cooperate,48
mirror_strategy,17,Cooperate,51,Cooperate,51
mirror_strategy,18,Cooperate,54,Cooperate,54
mirror_strategy,19,Cooperate,57,Cooperate,57
mirror_strategy,20,Cooperate,60,Cooperate,60
mirror_strategy,21,Cooperate,63,Cooperate,63
mirror_strategy,22,Cooperate,66,Cooperate,66
mirror_strategy,23,Cooperate,69,Cooperate,69
mirror_strategy,24,Cooperate,72,Cooperate,72
mirror_strategy,25,Cooperate,75,Cooperate,75
mirror_strategy,26,Cooperate,78,Cooperate,78
mirror_strategy,27,Cooperate,81,Cooperate,81
mirror_strategy,28,Cooperate,84,Cooperate,84
mirror_strategy,29,Cooperate,87,Cooperate,87
mirror_strategy,30,Cooperate,90,Cooperate,90
mirror_strategy,31,Cooperate,93,Cooperate,93
mirror_strategy,32,Cooperate,96,Cooperate,96
mirror_strategy,33,Cooperate,99,Cooperate,99
mirror_strategy,34,Cooperate,102,Cooperate,102
mirror_strategy,35,Cooperate,105,Cooperate,105
mirror_strategy,36,Cooperate,108,Cooperate,108
mirror_strategy,37,Cooperate,111,Cooperate,111
mirror_strategy,38,Cooperate,114,Cooperate,114
mirror_strategy,39,Cooperate,117,Cooperate,117
mirror_strategy,40,Cooperate,120,Cooperate,120
mirror_strategy,41,Cooperate,123,Cooperate,123
mirror_strategy,42,Cooperate,126,Cooperate,126
mirror_strategy,43,Cooperate,129,Cooperate,129
mirror_strategy,44,Cooperate,132,Cooperate,132
mirror_strategy,45,Cooperate,135,Cooperate,135
mirror_strategy,46,Cooperate,138,Cooperate,138
mirror_strategy,47,Cooperate,141,Cooperate,141
mirror_strategy,48,Cooperate,144,Cooperate,144
mirror_strategy,49,Cooperate,147,Cooperate,147
mirror_strategy,50,Cooperate,150,Cooperate,150
soft_majority,1,Cooperate,3,Cooperate,3
soft_majority,2,Cooperate,6,Cooperate,6
soft_majority,3,Cooperate,9,Cooperate,9
soft_majority,4,Cooperate,12,Cooperate,12
soft_majority,5,Cooperate,15,Cooperate,15
soft_majority,6,Cooperate,18,Cooperate,18
soft_majority,7,Cooperate,21,Cooperate,21
soft_majority,8,Cooperate,24,Cooperate,24
soft_majority,9,Cooperate,27,Cooperate,27
soft_majority,10,Cooperate,30,Cooperate,30
soft_majority,11,Cooperate,33,Cooperate,33
soft_majority,12,Cooperate,36,Cooperate,36
soft_majority,13,Cooperate,39,Cooperate,39
soft_majority,14,Cooperate,42,Cooperate,42
soft_majority,15,Cooperate,45,Cooperate,45
soft_majority,16,Cooperate,48,Cooperate,48
soft_majority,17,Cooperate,51,Cooperate,51
soft_majority,18,Cooperate,54,Cooperate,54
soft_majority,19,Cooperate,57,Cooperate,57
soft_majority,20,Cooperate,60,Cooperate,60
soft_majority,21,Cooperate,63,Cooperate,63
soft_majority,22,Cooperate,66,Cooperate,66
soft_majority,23,Cooperate,69,Cooperate,69
soft_majority,24,Cooperate,72,Cooperate,72
soft_majority,25,Cooperate,75,Cooperate,75
soft_majority,26,Cooperate,78,Cooperate,78
soft_majority,27,Cooperate,81,Cooperate,81
soft_majority,28,Cooperate,84,Cooperate,84
soft_majority,29,Cooperate,87,Cooperate,87
soft_majority,30,Cooperate,90,Cooperate,90
soft_majority,31,Cooperate,93,Cooperate,93
soft_majority,32,Cooperate,96,Cooperate,96
soft_majority,33,Cooperate,99,Cooperate,99
soft_majority,34,Cooperate,102,Cooperate,102
soft_majority,35,Cooperate,105,Cooperate,105
soft_majority,36,Cooperate,108,Cooperate,108
soft_majority,37,Cooperate,111,Cooperate,111
soft_majority,38,Cooperate,114,Cooperate,114
soft_majority,39,Cooperate,117,Cooperate,117
soft_majority,40,Cooperate,120,Cooperate,120
soft_majority,41,Cooperate,123,Cooperate,123
soft_majority,42,Cooperate,126,Cooperate,126
soft_majority,43,Cooperate,129,Cooperate,129
soft_majority,44,Cooperate,132,Cooperate,132
soft_majority,45,Cooperate,135,Cooperate,135
soft_majority,46,Cooperate,138,Cooperate,138
soft_majority,47,Cooperate,141,Cooperate,141
soft_majority,48,Cooperate,144,Cooperate,144
soft_majority,49,Cooperate,147,Cooperate,147
soft_majority,50,Cooperate,150,Cooperate,150
hard_majority,1,Defect,5,Cooperate,0
hard_majority,2,Cooperate,5,Defect,5
hard_majority,3,Cooperate,5,Defect,10
hard_majority,4,Defect,6,Defect,11
hard_majority,5,Defect,7,Defect,12
hard_majority,6,Defect,8,Defect,13
hard_majority,7,Defect,9,Defect,14
hard_majority,8,Defect,10,Defect,15
hard_majority,9,Defect,11,Defect,16
hard_majority,10,Defect,12,Defect,17
hard_majority,11,Defect,13,Defect,18
hard_majority,12,Defect,14,Defect,19
hard_majority,13,Defect,15,Defect,20
hard_majority,14,Defect,16,Defect,21
hard_majority,15,Defect,17,Defect,22
hard_majority,16,Defect,18,Defect,23
hard_majority,17,Defect,19,Defect,24
hard_majority,18,Defect,20,Defect,25
hard_majority,19,Defect,21,Defect,26
hard_majority,20,Defect,22,Defect,27
hard_majority,21,Defect,23,Defect,28
hard_majority,22,Defect,24,Defect,29
hard_majority,23,Defect,25,Defect,30
hard_majority,24,Defect,26,Defect,31
hard_majority,25,Defect,27,Defect,32
hard_majority,26,Defect,28,Defect,33
hard_majority,27,Defect,29,Defect,34
hard_majority,28,Defect,30,Defect,35
hard_majority,29,Defect,31,Defect,36
hard_majority,30,Defect,32,Defect,37
hard_majority,31,Defect,33,Defect,38
hard_majority,32,Defect,34,Defect,39
hard_majority,33,Defect,35,Defect,40
hard_majority,34,Defect,36,Defect,41
hard_majority,35,Defect,37,Defect,42
hard_majority,36,Defect,38,Defect,43
hard_majority,37,Defect,39,Defect,44
hard_majority,38,Defect,40,Defect,45
hard_majority,39,Defect,41,Defect,46
hard_majority,40,Defect,42,Defect,47
hard_majority,41,Defect,43,Defect,48
hard_majority,42,Defect,44,Defect,49
hard_majority,43,Defect,45,Defect,50
hard_majority,44,Defect,46,Defect,51
hard_majority,45,Defect,47,Defect,52
hard_majority,46,Defect,48,Defect,53
hard_majority,47,Defect,49,Defect,54
hard_majority,48,Defect,50,Defect,55
hard_majority,49,Defect,51,Defect,56
hard_majority,50,Defect,52,Defect,57
betrayal,1,Cooperate,3,Cooperate,3
betrayal,2,Cooperate,6,Cooperate,6
betrayal,3,Cooperate,9,Cooperate,9
betrayal,4,Cooperate,12,Cooperate,12
betrayal,5,Cooperate,15,Cooperate,15
betrayal,6,Defect,20,Cooperate,15
betrayal,7,Defect,21,Defect,16
betrayal,8,Defect,22,Defect,17
betrayal,9,Defect,23,Defect,18
betrayal,10,Defect,24,Defect,19
betrayal,11,Defect,25,Defect,20
betrayal,12,Defect,26,Defect,21
betrayal,13,Defect,27,Defect,22
betrayal,14,Defect,28,Defect,23
betrayal,15,Defect,29,Defect,24
betrayal,16,Defect,30,Defect,25
betrayal,17,Defect,31,Defect,26
betrayal,18,Defect,32,Defect,27
betrayal,19,Defect,33,Defect,28
betrayal,20,Defect,34,Defect,29
betrayal,21,Defect,35,Defect,30
betrayal,22,Defect,36,Defect,31
betrayal,23,Defect,37,Defect,32
betrayal,24,Defect,38,Defect,33
betrayal,25,Defect,39,Defect,34
betrayal,26,Defect,40,Defect,35
betrayal,27,Defect,41,Defect,36
betrayal,28,Defect,42,Defect,37
betrayal,29,Defect,43,Defect,38
betrayal,30,Defect,44,Defect,39
betrayal,31,Defect,45,Defect,40
betrayal,32,Defect,46,Defect,41
betrayal,33,Defect,47,Defect,42
betrayal,34,Defect,48,Defect,43
betrayal,35,Defect,49,Defect,44
betrayal,36,Defect,50,Defect,45
betrayal,37,Defect,51,Defect,46
betrayal,38,Defect,52,Defect,47
betrayal,39,Defect,53,Defect,48
betrayal,40,Defect,54,Defect,49
betrayal,41,Defect,55,Defect,50
betrayal,42,Defect,56,Defect,51
betrayal,43,Defect,57,Defect,52
betrayal,44,Defect,58,Defect,53
betrayal,45,Defect,59,Defect,54
betrayal,46,Defect,60,Defect,55
betrayal,47,Defect,61,Defect,56
betrayal,48,Defect,62,Defect,57
betrayal,49,Defect,63,Defect,58
betrayal,50,Defect,64,Defect,59
joss,1,Cooperate,3,Cooperate,3
joss,2,Cooperate,6,Cooperate,6
joss,3,Cooperate,9,Cooperate,9
joss,4,Cooperate,12,Cooperate,12
joss,5,Cooperate,15,Cooperate,15
joss,6,Cooperate,18,Cooperate,18
joss,7,Cooperate,21,Cooperate,21
joss,8,Cooperate,24,Cooperate,24
joss,9,Cooperate,27,Cooperate,27
joss,10,Cooperate,30,Cooperate,30
joss,11,Defect,35,Cooperate,30
joss,12,Cooperate,38,Cooperate,33
joss,13,Cooperate,41,Cooperate,36
joss,14,Cooperate,44,Cooperate,39
joss,15,Cooperate,47,Cooperate,42
joss,16,Defect,52,Cooperate,42
joss,17,Cooperate,52,Defect,47
joss,18,Defect,57,Cooperate,47
joss,19,Cooperate,60,Cooperate,50
joss,20,Cooperate,60,Defect,55
joss,21,Defect,65,Cooperate,55
joss,22,Cooperate,65,Defect,60
joss,23,Defect,66,Defect,61
joss,24,Defect,67,Defect,62
joss,25,Defect,68,Defect,63
joss,26,Defect,69,Defect,64
joss,27,Defect,70,Defect,65
joss,28,Defect,71,Defect,66
joss,29,Defect,72,Defect,67
joss,30,Defect,73,Defect,68
joss,31,Defect,74,Defect,69
joss,32,Defect,75,Defect,70
joss,33,Defect,76,Defect,71
joss,34,Defect,77,Defect,72
joss,35,Defect,78,Defect,73
joss,36,Defect,79,Defect,74
joss,37,Defect,80,Defect,75
joss,38,Defect,81,Defect,76
joss,39,Defect,82,Defect,77
joss,40,Defect,83,Defect,78
joss,41,Defect,84,Defect,79
joss,42,Defect,85,Defect,80
joss,43,Defect,86,Defect,81
joss,44,Defect,87,Defect,82
joss,45,Defect,88,Defect,83
joss,46,Defect,89,Defect,84
joss,47,Defect,90,Defect,85
joss,48,Defect,91,Defect,86
joss,49,Defect,92,Defect,87
joss,50,Defect,93,Defect,88
false_mirror,1,Cooperate,3,Cooperate,3
false_mirror,2,Cooperate,6,Cooperate,6
false_mirror,3,Cooperate,9,Cooperate,9
false_mirror,4,Cooperate,12,Cooperate,12
false_mirror,5,Cooperate,15,Cooperate,15
false_mirror,6,Defect,20,Cooperate,15
false_mirror,7,Cooperate,20,Defect,20
false_mirror,8,Defect,25,Cooperate,20
false_mirror,9,Defect,30,Cooperate,20
false_mirror,10,Cooperate,30,Defect,25
false_mirror,11,Defect,31,Defect,26
false_mirror,12,Defect,32,Defect,27
false_mirror,13,Defect,33,Defect,28
false_mirror,14,Defect,34,Defect,29
false_mirror,15,Defect,35,Defect,30
false_mirror,16,Defect,36,Defect,31
false_mirror,17,Defect,37,Defect,32
false_mirror,18,Defect,38,Defect,33
false_mirror,19,Defect,39,Defect,34
false_mirror,20,Defect,40,Defect,35
false_mirror,21,Defect,41,Defect,36
false_mirror,22,Defect,42,Defect,37
false_mirror,23,Defect,43,Defect,38
false_mirror,24,Defect,44,Defect,39
false_mirror,25,Defect,45,Defect,40
false_mirror,26,Defect,46,Defect,41
false_mirror,27,Defect,47,Defect,42
false_mirror,28,Defect,48,Defect,43
false_mirror,29,Defect,49,Defect,44
false_mirror,30,Defect,50,Defect,45
false_mirror,31,Defect,51,Defect,46
false_mirror,32,Defect,52,Defect,47
false_mirror,33,Defect,53,Defect,48
false_mirror,34,Defect,54,Defect,49
false_mirror,35,Defect,55,Defect,50
false_mirror,36,Defect,56,Defect,51
false_mirror,37,Defect,57,Defect,52
false_mirror,38,Defect,58,Defect,53
false_mirror,39,Defect,59,Defect,54
false_mirror,40,Defect,60,Defect,55
false_mirror,41,Defect,61,Defect,56
false_mirror,42,Defect,62,Defect,57
false_mirror,43,Defect,63,Defect,58
false_mirror,44,Defect,64,Defect,59
false_mirror,45,Defect,65,Defect,60
false_mirror,46,Defect,66,Defect,61
false_mirror,47,Defect,67,Defect,62
false_mirror,48,Defect,68,Defect,63
false_mirror,49,Defect,69,Defect,64
false_mirror,50,Defect,70,Defect,65
friedman,1,Cooperate,3,Cooperate,3
friedman,2,Cooperate,6,Cooperate,6
friedman,3,Cooperate,9,Cooperate,9
friedman,4,Cooperate,12,Cooperate,12
friedman,5,Cooperate,15,Cooperate,15
friedman,6,Cooperate,18,Cooperate,18
friedman,7,Cooperate,21,Cooperate,21
friedman,8,Cooperate,24,Cooperate,24
friedman,9,Cooperate,27,Cooperate,27
friedman,10,Cooperate,30,Cooperate,30
friedman,11,Cooperate,33,Cooperate,33
friedman,12,Cooperate,36,Cooperate,36
friedman,13,Cooperate,39,Cooperate,39
friedman,14,Cooperate,42,Cooperate,42
friedman,15,Cooperate,45,Cooperate,45
friedman,16,Cooperate,48,Cooperate,48
friedman,17,Cooperate,51,Cooperate,51
friedman,18,Cooperate,54,Cooperate,54
friedman,19,Cooperate,57,Cooperate,57
friedman,20,Cooperate,60,Cooperate,60
friedman,21,Cooperate,63,Cooperate,63
friedman,22,Cooperate,66,Cooperate,66
friedman,23,Cooperate,69,Cooperate,69
friedman,24,Cooperate,72,Cooperate,72
friedman,25,Cooperate,75,Cooperate,75
friedman,26,Cooperate,78,Cooperate,78
friedman,27,Cooperate,81,Cooperate,81
friedman,28,Cooperate,84,Cooperate,84
friedman,29,Cooperate,87,Cooperate,87
friedman,30,Cooperate,90,Cooperate,90
friedman,31,Cooperate,93,Cooperate,93
friedman,32,Cooperate,96,Cooperate,96
friedman,33,Cooperate,99,Cooperate,99
friedman,34,Cooperate,102,Cooperate,102
friedman,35,Cooperate,105,Cooperate,105
friedman,36,Cooperate,108,Cooperate,108
friedman,37,Cooperate,111,Cooperate,111
friedman,38,Cooperate,114,Cooperate,114
friedman,39,Cooperate,117,Cooperate,117
friedman,40,Cooperate,120,Cooperate,120
friedman,41,Cooperate,123,Cooperate,123
friedman,42,Cooperate,126,Cooperate,126
friedman,43,Cooperate,129,Cooperate,129
friedman,44,Cooperate,132,Cooperate,132
friedman,45,Cooperate,135,Cooperate,135
friedman,46,Cooperate,138,Cooperate,138
friedman,47,Cooperate,141,Cooperate,141
friedman,48,Cooperate,144,Cooperate,144
friedman,49,Cooperate,147,Cooperate,147
friedman,50,Cooperate,150,Cooperate,150
harrington,1,Cooperate,3,Cooperate,3
harrington,2,Cooperate,6,Cooperate,6
harrington,3,Cooperate,9,Cooperate,9
harrington,4,Cooperate,12,Cooperate,12
harrington,5,Cooperate,15,Cooperate,15
harrington,6,Cooperate,18,Cooperate,18
harrington,7,Cooperate,21,Cooperate,21
harrington,8,Cooperate,24,Cooperate,24
harrington,9,Cooperate,27,Cooperate,27
harrington,10,Cooperate,30,Cooperate,30
harrington,11,Cooperate,33,Cooperate,33
harrington,12,Cooperate,36,Cooperate,36
harrington,13,Cooperate,39,Cooperate,39
harrington,14,Cooperate,42,Cooperate,42
harrington,15,Cooperate,45,Cooperate,45
harrington,16,Cooperate,48,Cooperate,48
harrington,17,Cooperate,51,Cooperate,51
harrington,18,Cooperate,54,Cooperate,54
harrington,19,Cooperate,57,Cooperate,57
harrington,20,Cooperate,60,Cooperate,60
harrington,21,Cooperate,63,Cooperate,63
harrington,22,Cooperate,66,Cooperate,66
harrington,23,Cooperate,69,Cooperate,69
harrington,24,Cooperate,72,Cooperate,72
harrington,25,Cooperate,75,Cooperate,75
harrington,26,Cooperate,78,Cooperate,78
harrington,27,Cooperate,81,Cooperate,81
harrington,28,Cooperate,84,Cooperate,84
harrington,29,Cooperate,87,Cooperate,87
harrington,30,Cooperate,90,Cooperate,90
harrington,31,Cooperate,93,Cooperate,93
harrington,32,Cooperate,96,Cooperate,96
harrington,33,Cooperate,99,Cooperate,99
harrington,34,Cooperate,102,Cooperate,102
harrington,35,Cooperate,105,Cooperate,105
harrington,36,Cooperate,108,Cooperate,108
harrington,37,Cooperate,111,Cooperate,111
harrington,38,Cooperate,114,Cooperate,114
harrington,39,Cooperate,117,Cooperate,117
harrington,40,Cooperate,120,Cooperate,120
harrington,41,Cooperate,123,Cooperate,123
harrington,42,Cooperate,126,Cooperate,126
harrington,43,Cooperate,129,Cooperate,129
harrington,44,Cooperate,132,Cooperate,132
harrington,45,Cooperate,135,Cooperate,135
harrington,46,Cooperate,138,Cooperate,138
harrington,47,Cooperate,141,Cooperate,141
harrington,48,Cooperate,144,Cooperate,144
harrington,49,Cooperate,147,Cooperate,147
harrington,50,Cooperate,150,Cooperate,150
